museum,title,date_range,year,period,url,description
Multimedia Art Museum Moscow,Thierry Cohen Darkened Cities,12.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/thierry-cohen-darkened-cities,"Multimedia Art Museum, Moscow | Exhibitions | Thierry Cohen - Darkened Cities Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Thierry Cohen Darkened Cities 1 2 3 Thierry Cohen. Rio de Janeiro 22° 56’ 42’’ S. 2011-06-04 lst 12:34. Archival Inkjet Pigments print. Courtesy Danziger Gallery & Esther Woerdehoff Gallery Thierry Cohen. Shanghai 31° 14’ 39’’ N. 2012-03-19 lst 14:42. Archival Inkjet Pigments print. Courtesy Danziger Gallery & Esther Woerdehoff Gallery Thierry Cohen. New York 40° 42’ 16’’ N. 2010-10-09 lst 3:40. Archival Inkjet Pigments print. Courtesy Danziger Gallery & Esther Woerdehoff Gallery Moscow, 12.04.2014—18.05.2014 exhibition is over Ekaterina Cultural Foundation 21/5 Kuznetsky Most, porch 8, entrance from Bolshaya Lubyanka street ( show map ) opening hours: 11:00 - 20:00, day off - Monday. Tel: +7 (495) 621-55-22 Share with friends Curator: Laura Serani Curator: Laura Serani Close For the press Thierry Cohen. Darkened Cities Imaginary travels, from ‘Binary Kids’ to ‘Darkened Cities’ The technological revolution has changed the way society functions from its chief systems to individual behaviour. Thierry Cohen was one of the first French photographers to work with new technologies back in the late 1980s, quickly adopting digital techniques and exploring their potential. But above all, he questioned the impact of new technologies on society, from the private sphere to the public one. His first work in this direction, ‘Binary kids’, visibly translates the eruption of new systems of thought and communication in our mental structure. A series of portraits of children and adolescents, emblematically represented by the «internet generation», becomes the screen format of information technology circuits and electronic components. The plasticity of the portraits, an allusion to classic painting, contrasted with the detachment of the superimposed watermark images, like mysterious tattoos or esoteric lacework. A way of representing the possession of brain activity, expressing a series of concerns and questions regarding the power of artificial intelligence. Through the series ‘Darkened Cities’, begun in 2011, Cohen uses the same originality and recourse to new technologies to confront the issue of light pollution in cities and its influence on perception. Using a procedure once again involving the superimposition of two realities, Cohen depicts the starlit sky on top of the megalopolis, as it truly is, albeit invisible. Using wide ranging panoramic views or dizzying close-ups in the heart of cities drowned in the dark, his images are powerfully beautiful and immensely magical. Through an extremely complex procedure, after having turned out every artificial light and transposing images of the skies above New York, Rio, Shanghai, Hong Kong or Paris, photographed at the same latitude but in open and desert spaces, Cohen creates a blackout and an effect of absolute disorientation. Anachronistic visions that recall the ancie"
Multimedia Art Museum Moscow,Alex Partola Ghosts,12.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/alex-partola-ghosts,"Multimedia Art Museum, Moscow | Exhibitions | Alex Partola - Ghosts Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Alex Partola Ghosts 1 2 3 4 5 6 7 8 9 10 11 12 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Alex Partola. From the ‘Ghosts’ series. 2012 Moscow, 12.04.2014—18.05.2014 exhibition is over Ekaterina Cultural Foundation 21/5 Kuznetsky Most, porch 8, entrance from Bolshaya Lubyanka street ( show map ) opening hours: 11:00 - 20:00, day off - Monday. Tel: +7 (495) 621-55-22 Share with friends Curator: Anna Zaitseva Project presented by the ‘Moscow House of Photography’ Museum Curator: Anna Zaitseva Project presented by the ‘Moscow House of Photography’ Museum Close For the press Alex Partola. Ghosts Alex Partola, a graduate of the British Higher School of Art and Design, presents a project about train bombing that brings together leading proponents of the movement. According to the laws of this genre the process of creating graffiti must be unseen by others, but Partola has managed to capture an act that remains hidden from the rest of us. The heroes of the ‘Ghosts’ project are not those for whom graffiti is merely a hobby, a way to fill time. His heroes are the genuine article, the bombers who paint on metro carriages, suburban trains or ‘electrichkas’ and walls. For such people this is a way of life and they have their own philosophy, rules, taboos and hierarchy, with no more than 5 to 10 minutes to produce their message to mankind before fleeing the scene. They include Sanex, Gets, Kvadrat, Robe, Snek, Auto, Bruk, Rambo, Waspe, Blesg, Ros, Oser, Host, Humor, Debut, Bazuk, Men, Wen, Brok, Sker, Rude, Slack and Spacer. To quote Alex Partola, all these people are united by ‘...a desire to modify space. Every artist has his canvas and his brushes: some paint with oils and others with aerosol cans, 150 kilometres outside Moscow, on electrichkas or the concrete barriers that line the railway track...’ General information partner Strategic information partner Information partners Official guide of the ""Photobiennale 2014"" MULTIMEDIA ART MUSEUM, MOSCOW 12 a.m.–9 p.m. every day, monday closed ul. Ostozhenka, 16, Moscow, 119034 Inquiry office T: +7 (495) 637-11-00 E-mail: info@ mamm.art Press department T: +7 (495) 637-11-55 E-mail: pr@ mamm.art Event organization E-mail: event@ mamm.art Photobiennale Fashion and Style in Photography Exhibitions Auditorium Events (rus) Museum plan +7 (495) 777-77-77 priemnaja@culture.mos.ru Version for the visually impaired Information for visitors wit"
Multimedia Art Museum Moscow,Alain Fleischer Images to Listen to,12.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/images-to-listen-to,"Multimedia Art Museum, Moscow | Exhibitions | Alain Fleischer - Images to Listen to Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Alain Fleischer Images to Listen to 1 2 3 4 5 Alain Fleischer. Images to listen to, 2013. © Alain Fleischer Alain Fleischer. Images to listen to, 2013. © Alain Fleischer Alain Fleischer. Images to listen to, 2013. © Alain Fleischer Alain Fleischer. Images to listen to, 2013. © Alain Fleischer Alain Fleischer. Images to listen to, 2013. © Alain Fleischer Moscow, 12.04.2014—18.05.2014 exhibition is over Ekaterina Cultural Foundation 21/5 Kuznetsky Most, porch 8, entrance from Bolshaya Lubyanka street ( show map ) opening hours: 11:00 - 20:00, day off - Monday. Tel: +7 (495) 621-55-22 Share with friends Close For the press Alain Fleischer. Images to Listen to The England that I knew and loved in my childhood and adolescence lies halfway between the England of Benjamin Britten and the England of today. No return there was necessary for these photographs: a search through my collection of images, books, musical scores, films and memories was enough. Britten’s Songs combine voice, piano and the music of the English language, with authentic sounds that let us forget universal world English. I want these photographs to be perceived as a kind of musical composition, as images that vocalise what England has been telling me all these years. Alain Fleischer Project presented by European House of Photography, Paris and Actes Sud With the support of Strategic partner of the Museum General information partner Strategic information partner Information partners Official guide of the ""Photobiennale 2014"" MULTIMEDIA ART MUSEUM, MOSCOW 12 a.m.–9 p.m. every day, monday closed ul. Ostozhenka, 16, Moscow, 119034 Inquiry office T: +7 (495) 637-11-00 E-mail: info@ mamm.art Press department T: +7 (495) 637-11-55 E-mail: pr@ mamm.art Event organization E-mail: event@ mamm.art Photobiennale Fashion and Style in Photography Exhibitions Auditorium Events (rus) Museum plan +7 (495) 777-77-77 priemnaja@culture.mos.ru Version for the visually impaired Information for visitors with disabilities Buy a ticket © Multimedia Art Museum, Moscow, 2026 We use cookies for two reasons: to give you a better experience of interacting with MAMМ, and to make sure that the ads you see on other sites are relevant. By continuing, you agree to the use of cookies. Read more I agree"
Multimedia Art Museum Moscow,Niels Stomps 83 Days of Darkness,12.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/83-days-of-darkness,"Multimedia Art Museum, Moscow | Exhibitions | Niels Stomps - 83 Days of Darkness Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Niels Stomps 83 Days of Darkness 1 2 3 4 5 6 7 8 Niels Stomps. From the series ‘83 Days of Darkness’. 2011 Niels Stomps. From the series ‘83 Days of Darkness’. 2011 Niels Stomps. From the series ‘83 Days of Darkness’. 2011 Niels Stomps. From the series ‘83 Days of Darkness’. 2011 Niels Stomps. From the series ‘83 Days of Darkness’. 2011 Niels Stomps. From the series ‘83 Days of Darkness’. 2011 Niels Stomps. From the series ‘83 Days of Darkness’. 2011 Niels Stomps. From the series ‘83 Days of Darkness’. 2011 Moscow, 12.04.2014—18.05.2014 exhibition is over Ekaterina Cultural Foundation 21/5 Kuznetsky Most, porch 8, entrance from Bolshaya Lubyanka street ( show map ) opening hours: 11:00 - 20:00, day off - Monday. Tel: +7 (495) 621-55-22 Share with friends Curator: Anna Zaitseva Curator: Anna Zaitseva Close For the press Niels Stomps. 83 Days of Darkness Every winter between 11 November and 2 February the sun fails to rise above the flanks of the Alps, leaving the North Italian village of Viganella completely in shadow. Situated in a narrow valley at the end of an 80-kilometer road it is subject to an exodus of its population. Only the center of the village is inhabited, merely by elderly people. Residents of Viganella and the neighboring villages who face the same problem blame the lack of sunlight in winter. The mayor raised funds for a large computer-operated mirror, to be built 500 meters up the slope high above the village. For seven hours a day it reflects the sunlight to the central square of the village. It is also found useful to defrost icy roads. And as a gift it illuminated the house of a lady celebrating her 90th birthday. The work exist of several photographic chapters, each reveals its own relation between the mountain and its residents. In the mountain regions old laws have always reigned relations between man and nature. Working the hardest rocks or climbing the highest heights. Niels Stomps was born in 1974, in Driebergen, the Netherlands. Lives and works in Amsterdam. In recent years he has participated in exhibitions at D21 Kunstraum, Leipzig (2012), Pinacoteca Nazionale, Bologna (2010), Foam, Amsterdam (2006) and many other international institutions. He also took part in photography festivals in New York (USA), Nancy (France) and Naarden (Netherlands). Supported by the Embassy of the Kingdom of the Netherlands General information partner Strategic information partner Information partners Official guide of the ""Photobiennale 2014"" MULTIMEDIA ART MUSEUM, MOSCOW 12 a.m.–9 p.m. every day, monday closed ul. Ostozhenka, 16, Moscow, 119034 Inquiry office T: +7 (495) 637-11-00 E-mail: info@ mamm.art Press department T: +7 (495) 637-11-55 E-mail: pr@ mamm.art Event organization E-mail: event@ mamm.art Photobiennale Fashion and Style in Photography Exhibitions Auditorium Events (rus) Museum"
Multimedia Art Museum Moscow,Eva Schlegel No Man’s Heaven,12.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/eva-schlegel-no-mans-heaven,"Multimedia Art Museum, Moscow | Exhibitions | Eva Schlegel - No Man’s Heaven Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Eva Schlegel No Man’s Heaven 1 2 3 4 5 6 7 8 9 10 Eva Schlegel. No man’s Heaven, 2014. Installation shots. Photo by: Wolfgang Woessner. Courtesy: Gallery Krinzinger Eva Schlegel. No man’s Heaven, 2014. Installation shots. Photo by: Wolfgang Woessner. Courtesy: Gallery Krinzinger Eva Schlegel. No man’s Heaven, 2014. Video-still. © Eva Schlegel. Courtesy: Gallery Krinzinger Eva Schlegel. No man’s Heaven, 2014. Video-still. © Eva Schlegel. Courtesy: Gallery Krinzinger Eva Schlegel. Untitled (191), 2010. © Eva Schlegel. Courtesy: Gallery Krinzinger Eva Schlegel. Untitled (194), 2010. © Eva Schlegel. Courtesy: Gallery Krinzinger Eva Schlegel. Lenticular Clouds, 2014. © Eva Schlegel. Courtesy: Gallery Krinzinger Eva Schlegel. Lenticular Clouds, 2014. © Eva Schlegel. Courtesy: Gallery Krinzinger Eva Schlegel. Lenticular Clouds, 2014. © Eva Schlegel. Courtesy: Gallery Krinzinger Eva Schlegel. Lenticular Clouds, 2014. © Eva Schlegel. Courtesy: Gallery Krinzinger Moscow, 12.04.2014—18.05.2014 exhibition is over Ekaterina Cultural Foundation 21/5 Kuznetsky Most, porch 8, entrance from Bolshaya Lubyanka street ( show map ) opening hours: 11:00 - 20:00, day off - Monday. Tel: +7 (495) 621-55-22 Share with friends Close For the press Eva Schlegel. No man’s Heaven Eva Schlegel is an Austrian artist and was professor at the Vienna Academy of Fine Arts (1997-2006). In 2011 she curated the Austrian pavilion for the 54th Venice Biennale of Contemporary Art. As part of Photobiennale 2014 Eva Schlegel presents her new project ‘No Man’s Heaven’, combining video and photography. In the magical world created by Eva Schlegel men and women are able to fly. Images of people soaring through the air with the greatest of ease are projected on spinning rotor blades. The artist conducted shoots with professional bodyfliers at a Zurich aerodynamics complex. The video sequence is supplemented by quotes from Russian, European and American astronauts, describing their impressions of weightlessness (fragment from the memoirs of G. Beregovoy recorded in Morse code): «You suddenly start to recognize you are in deep space, that planets are just that, they´re planets and you´re not connected to anything anymore. You´re floating through this deep black void.» Edgar Mitchell «There is an unusual lightness in your body and your trained muscles seemed to have no purpose. Your inner ear-the organ responsible for providing you with a sense of position — becomes like a compass whose pointer has suddenly lost the Earth´s poles.» Georgi Beregovoy «It wash´t just me falling, but everything was falling, which gave (me) even a more unsettling feeling... So, it was like you had to overcome 40 years of whatever of life experiences that (you) don´t let go when everything falls. It was a very strong, almost overwhelming sensation that you had to control... The"
Multimedia Art Museum Moscow,René Burri Retrospective,2.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/rene-burri-retrospective,"Multimedia Art Museum, Moscow | Exhibitions | René Burri - Retrospective Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school René Burri Retrospective 1 2 3 4 5 6 7 8 9 10 11 12 13 René Burri. Che Guevara with a cigar. From the series ‘Interview with the Minister of Industry for the Magazine Look’. Havana, 1963. Gelatin silver print René Burri. Ernesto Che Guevara. From the series ‘Interview with the Minister of Industry for Look Magazine’. Havana, 1963. Contact prints. Gelatin silver print René Burri. Ernesto Che Guevara. From the series ‘Interview with the Minister of Industry for the Magazine Look’. Havana, 1963. Gelatin silver print René Burri. Ernesto Che Guevara. In memory of Che 8.10.1967. La Higuera, Bolivia, 1993. Gelatin silver print René Burri. Kunming Lake. Summer Palace. Beijing, China, 1964. Gelatin silver print René Burri. Rio de Janeiro. Brazil, 1960. Gelatin silver print René Burri. West Berlin, Soviet War Memorial in Treptower Park. West Germany, Berlin, 1959. Gelatin silver print René Burri. Architect Oscar Niemeyer with colleagues. Brazil, 1960. Gelatin silver print René Burri. West Berlin, building the Wall. West Germany, 1961. Gelatin silver print René Burri. Rohtas Fort. West Pakistan, 1963. Gelatin silver print Moscow, 2.04.2014—18.05.2014 exhibition is over Central exhibition hall Manege 1, Manege Square ( show map ) www.moscowmanege.ru Share with friends Close Video For the press René Burri. Retrospective As part of the 10th International Month of Photography MAMM presents a comprehensive exhibition showcasing the work of photographer René Burri (b. 1933), full member of the Magnum photo agency. René Burri was born in Zurich in 1933. He studied art at the School of Arts and Crafts in Zurich and began making documentary films in 1953 before developing an interest in photography. As a young man he dreamed of seeing the world: ‘I was always consumed by curiosity, and in Switzerland I felt trapped,’ he recalled later. ‘I climbed clifftops to see the horizon, but all around there were just more cliffs.’ René Burri achieved success quite quickly — his first reportage about deaf-mute children was published in Life and other European magazines. In 1954 Werner Bischof asked him to join the Magnum photo agency, the renowned association of documentary photographers, and the agency’s director David Seymour immediately sent the young photographer to Czechoslovakia and the Middle East. ’He threw me into the world,’ Burri recounted many years later, ’... and I surprised myself by becoming a photojournalist.’ René Burri attained worldwide recognition after publication of his first photo album ’Die Deutschen’ (The Germans) in 1962, which was followed by more than ten other books. In 1959 he became a full member of Magnum. Many of his images are recognised as masterpieces of photographic art, icons of the 20th century, although nobody now remembers who took them: his portrait of the young Che Guevara with a cigar between hi"
Multimedia Art Museum Moscow,Ouka Leele: transgressive utopia,2.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/ouka-leele-transgressive-utopia,"Multimedia Art Museum, Moscow | Exhibitions | Ouka Leele: transgressive utopia Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Ouka Leele: transgressive utopia 1 2 3 4 Ouka Leele. Photography as a shield. 2006. Gelatin silver print. © Ouka Leele, 2014 Ouka Leele. Self-portrait with “peineta”. 1979. Gelatin silver print. © Ouka Leele, 2014 Ouka Leele. Mystery of the corners of the lips discovered by Leonardo. 2006. Digital print. © Ouka Leele, 2014 Ouka Leele. Mildness. 2007. Digital print. © Ouka Leele, 2014 Moscow, 2.04.2014—18.05.2014 exhibition is over Central exhibition hall Manege 1, Manege Square ( show map ) www.moscowmanege.ru Share with friends Curator: Manuel Romero Project presented by the Embassy of Spain in Russia Curator: Manuel Romero Project presented by the Embassy of Spain in Russia Close Video For the press Ouka Leele: transgressive utopia «Coming out of the dark black night, having heard death’s call, I was at long last able to desire life forever». Terrible and profoundly enlightening words that will help us determine how to approach and try to understand, not just the work of this exceptional artist, but also her place in the world, her introspective gaze. She dives exquisitely into the limitations that marked her childhood, caught off-guard as a teenager by death and pain: «take this cup from me» (2) everything that happened afterwards was a generous torrent of sensitivity that has resulted in what professor and well-known critic Francisco Calvo Serraller defines as «The Never-ending Story». In her recent exhibit, «UNPUBLISHED», which we’ve had the chance to see at Madrid’s Museo del Traje, she reveals herself to be an artist who has truly made a work of art out of her own biography. For the biographical traces left behind throughout the world by this artist and her characters are no less than art. Ouka Leele thus begins a complete phenomenology of the image that is charged with emotion and lyricism, recovered memories of her family and adolescence that bring with them an aura of fetishistic nostalgia. And in this process of essential enlightenments, as her need grew, she soon transmuted the real space reserved for her to codify her dreams into a blinding light, that is to say a utopia. And so it was that, after desolation, searching for her «Prince Charming», looking at herself in the reflection of her «aquatic soul» and being wise to the fact that, «every inch of the earth’s surface is inhabited by angels and archangels», Ouka Leele, in a revealing act of humility, finally accepted her destiny as an artist. That is the day that she modestly wrote in her diary: «A ray of light has just shot through me», and began a series of exhibits and public disclosures, thus building a background in which each of her works, her photographs, is nothing more than the reflection of that initial introspection, the result of digging deep into her artist’s soul. This is the moment when, «illuminated» by that ray of light,"
Multimedia Art Museum Moscow,Philip Jones Griffiths Recollections,2.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/philip-jones-griffiths-recollections,"Multimedia Art Museum, Moscow | Exhibitions | Philip Jones Griffiths - Recollections Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Philip Jones Griffiths Recollections 1 2 3 4 5 6 7 8 9 Philip Jones Griffiths. Boy Destroying Piano. Wales, 1961. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Philip Jones Griffiths. Miners, Cwm Colliery. Wales, 1957. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Philip Jones Griffiths. Nannies outside Number 10, Downing Street. London, 1959. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Philip Jones Griffiths. Outside Pentonville prison where their friend was being hanged. London, 1958. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Philip Jones Griffiths. The Cavern Club. Liverpool, England, 1963. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Philip Jones Griffiths. A teenage couple at Richmond Jazz Festival. London, 1964. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Philip Jones Griffiths. British Soldier. Northern Ireland, 1973. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Philip Jones Griffiths. Soldier seen through shield. Northern Ireland, 1973. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Philip Jones Griffiths. Ban the Bomb enactment showing casualties, Embankment. London, 1962. Courtesy of the Philip Jones Griffiths Foundation and Trolley Books. © Philip Jones Griffiths Foundation Moscow, 2.04.2014—18.05.2014 exhibition is over Central exhibition hall Manege 1, Manege Square ( show map ) www.moscowmanege.ru Share with friends With the support of the Philip Jones Griffiths Foundation and Trolley Books Curators: Gigi Giannuzzi, Laura Serani With the support of the Philip Jones Griffiths Foundation and Trolley Books Curators: Gigi Giannuzzi, Laura Serani Close Video For the press Philip Jones Griffiths. Recollections Philip Jones Griffiths (1936 — 2008) is renowned as the foremost photographer of the Viet Nam conflict. Born in Rhuddlan, Wales, Philip first studied pharmacy in Liverpool and worked in London while photographing part-time for the Manchester Guardian. In 1961 he became a full-time freelancer for the London-based Observer . He covered the Algerian War in 1962, and then moved to Central Africa. From there he moved to Asia in 1966, having just become an associate member of Magnum, and worked in Viet Nam until 1971 when he also became a full member. Magnum found his Viet Nam images difficult to sell to American magazines, as they concentrated on the suffering of the Vietnamese people and reflected his view of the w"
Multimedia Art Museum Moscow,Alexander Lapin Time Flies,2.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/alexander-lapin-time-flies,"Multimedia Art Museum, Moscow | Exhibitions | Alexander Lapin - Time Flies Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Alexander Lapin Time Flies 1 2 3 4 5 6 7 8 Alexander Lapin. Boy. 1981. Silver gelatin print Alexander Lapin. Courtyard. 1980. Photographer's silver gelatin print Alexander Lapin. Old man. 1980. Photographer's silver gelatin print. Collection of MAMM/Y. Rybchinsky and E. Gladkov Fund Alexander Lapin. Wall. Early 1980s. Photographer's silver gelatin print. Collection of MAMM/Y. Rybchinsky and E. Gladkov Fund Alexander Lapin. Kazansky Station. 1982. Photographer's silver gelatin print. Collection of MAMM/Y. Rybchinsky and E. Gladkov Fund Alexander Lapin. Monument to a wall. 1981. Photographer's silver gelatin print Alexander Lapin. Globe. 1986. Photographer's silver gelatin print Alexander Lapin. Boat. 1981. Photographer's silver gelatin print Moscow, 2.04.2014—18.05.2014 exhibition is over Central exhibition hall Manege 1, Manege Square ( show map ) www.moscowmanege.ru Share with friends Project presented by the Moscow House of Photography Museum Project presented by the Moscow House of Photography Museum Close Video For the press Alexander Lapin. Time Flies As part of the 10th Anniversary Month of Photography in Moscow Photobiennale 2014, MAMM presents a retrospective of work by outstanding photographer Alexander Lapin, one of the most influential theoreticians of photography and a great pedagogue. Lapin’s work is included in collections at the Pushkin State Museum of Fine Art in Moscow, the Museum of Fine Arts in Boston and the Corcoran Gallery of Art in Washington, as well as in private collections and galleries. He has participated in exhibitions worldwide: in Russia, Germany, Sweden, Denmark, Finland, France, the UK, the USA, etc. For five years, from 1992 to 1997, he was a member of the Commission on State Prizes in Fine Art under the President of the Russian Federation. Alexander Lapin was an outstanding historian of photography with a superb knowledge of the principles of classical composition, and a brilliant command of shooting and printing techniques. His work shows a remarkable combination of ability to follow the canon and yet potential to constantly break the canon. The early 80s marked a time of total stagnation, but there was already an anticipation of impending changes. Despite the apparent simplicity of the subject matter, nobody could express this period so convincingly and metaphorically as Lapin. When discussing photography we speak primarily of the magic of light. For good reason the word for photography has a synonym in Russian — svetopis , which literally means ‘painting light’. The internal dynamics and inner tension in Lapin’s images are created with the aid of light. Such a cold, distanced light is surely impossible to find in works by other Russian photographers. Each of his photographs has its own unique merit, each is a statement that is not critical, not emotional, but existent"
Multimedia Art Museum Moscow,André Kertész Double of a Life,2.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/andre-kertesz-double-of-a-life,"Multimedia Art Museum, Moscow | Exhibitions | André Kertész - Double of a Life Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school André Kertész Double of a Life 1 2 3 4 5 6 7 8 9 10 11 12 André Kertész. Burlesque dancer (satyric dancer), 1926. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Young man asleep, Budapest, 1912. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Mondrian’s spectacles and pipe, 1926. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Mondrian’s studio, Paris, 1926. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Painter of shadows, 1926. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Broken plate, Paris, 1929. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Pont des Arts through the clock of the Institut de France, Paris, 1929-1932. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Shadows, 1933. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Lost cloud, New York, 1937. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Balcony, Martinique, 1 January 1972. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Swimmer under water, Esztergom, Hungary, 1917. Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész André Kertész. Animal market, Quai Saint-Michel, Paris 1927-1928 Modern silver gelatin print. Ministère de la Culture et de la Communication / Médiathèque de l’architecture et du patrimoine / Dist. Rmn. © André Kertész Moscow, 2.04.2014—18.05.2014 exhibition is over Central exhibition hall Manege 1, Manege Square ( show map ) www.moscowmanege.ru Share with friends Close Video For the press André Kertész. Double of a Life Considered a master by many photographers, including Henri Cartier-Bresson, André Kertész is one of the major figures of the history of ph"
Multimedia Art Museum Moscow,Shadow Land. The photography of Roger Ballen 1982—2013,2.04.2014—18.05.2014,2014,pre_2022,https://mamm-mdf.ru/en/exhibitions/roger-ballen,"Multimedia Art Museum, Moscow | Exhibitions | Shadow Land. The photography of Roger Ballen 1982—2013 Ru Buy a ticket Museum Exhibitions biennales Books Rodchenko school Shadow Land. The photography of Roger Ballen 1982—2013 1 2 3 4 5 6 7 8 9 10 11 12 Roger Ballen. Take off. 2012 Roger Ballen. Cat catcher. 1998 Roger Ballen. Dresie and Casie, twins. 1993 Roger Ballen. Head inside shirt. 2001 Roger Ballen. Mimicry. 2005 Roger Ballen. Puppy between feet. 1999 Roger Ballen. Sgt F de Bruin, Dep of Prisons. 1992 Roger Ballen. Twirling wires. 2001 Moscow, 2.04.2014—18.05.2014 exhibition is over Central exhibition hall Manege 1, Manege Square ( show map ) www.moscowmanege.ru Share with friends Close Video For the press Shadow Land. The photography of Roger Ballen 1982—2013 One of the most influential and important photographic artists of the 21st century, Roger Ballen’s photographs span nearly forty years. His strange and extreme works confront the viewer and challenge them to come with him on a journey into their own minds as he explores the deeper recesses of his own. Roger Ballen was born in New York in 1950 but for over 30 years he has lived and worked in South Africa. His work as a geologist took him out into the countryside and led him to take up his camera and explore the hidden world of small South African towns. At first he explored the empty streets in the glare of the midday sun but, once he had made the step of knocking on people’s doors, he discovered a world inside these houses which was to have a profound effect on his work. These interiors with their distinctive collections of objects and the occupants within these closed worlds took his unique vision on a path from social critique to the creation of metaphors for the inner mind. After 1994 he no longer looked to the countryside for his subject matter finding it closer to home in Johannesburg. Over the years his distinctive style of photography has evolved using a simple square format in stark and beautiful black and white. In the earlier works in the exhibition his connection to the tradition of documentary photography is clear but through the 1990s he developed a style he describes as ‘documentary fiction’. After 2000 the people he first discovered and documented living on the margins of South African society increasingly became a cast of actors working with Ballen in the series’ Outland and Shadow Chamber collaborating to create powerful psychodramas. The line between fantasy and reality in his more recent series’ Boarding House and Asylum of the Birds (to be published in the Spring of 2014 by Thames and Hudson) has become increasingly blurred and in these series he has employed drawings, painting, collage and sculptural techniques to create elaborate sets. People are now often absent altogether; replaced by photographs of people used as props, by doll or dummy parts or where they do appear it’s as disembodied hands, feet and mouths poking disturbingly through walls and pieces of rag. "
